sku,product_name,price,search_terms,date_added,last_seen,display_name_card,display_name_sms,predecessor_sku,fact_sheet_url,order_of_application_url,use_up_rate_months,previous_price,price_changed_at
10219467,TimeWise Matte 3D Foundation - Deep 7​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 7,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10219468,TimeWise Matte 3D Foundation - Deep 8​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 8,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10219469,TimeWise Matte 3D Foundation - Deep 9​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 9,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10219470,TimeWise Matte 3D Foundation - Deep 10​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 10,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10219471,TimeWise Matte 3D Foundation - Deep 11​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 11,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10235231,TimeWise Matte 3D Foundation - Deep 12​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 12,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10235232,TimeWise Matte 3D Foundation - Deep 13​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 13,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10235233,TimeWise Matte 3D Foundation - Deep 14​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 14,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10235234,TimeWise Matte 3D Foundation - Deep 15​,28.00,,2026-04-30,2026-07-03,TimeWise Matte 3D Foundation - Deep 15,TimeWise Matte 3D Foundation,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwaf051453/Original/10006/Fact_Sheet-TIMEWISE_MATTE_LUMINOUS_3D_FOUNDATION.pdf,,1.1,,
10229067,Special-Edition Mary Kay After-Sun Replenishing Gel,20.00,,,2026-07-03,Special-Edition After-Sun Replenishing Gel,After-Sun Replenishing Gel,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwc46daa15/Original/10005/Fact%20Sheet_Mary%20Kay_After_Sun_Replenishing_Gel.pdf,,none,,
10230672,Mary Kay Hydrating Regimen - Normal/Dry,80.00,skin care,,2026-07-03,Hydrating Regimen - Normal/Dry,Hydrating Regimen,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw99ebfc1d/Original/10005/Fact-Sheet-Mary-Kay-Hydrating-Regimen.pdf,,none,,
10230673,Mary Kay Mattifying Regimen - Combination/Oily,80.00,skin care,,2026-07-03,Mattifying Regimen - Combination/Oily,Mattifying Regimen,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwe233fabc/Original/10005/Fact-Sheet-Mary-Kay-Mattifying-Regimen.pdf,,none,,
10201304,Mary Kay Hydrating Cleanser,20.00,,,2026-07-03,Hydrating Cleanser,Hydrating Cleanser,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw821fc9b1/Original/10005/Mary-Kay-Hydrating-Cleanser-Fact-Sheet.pdf,,4,,
10201340,Mary Kay Mattifying Cleanser,20.00,,,2026-07-03,Mattifying Cleanser,Mattifying Cleanser,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw3f5015e1/Original/10005/Mary-Kay-Mattifying-Cleanser-Fact-Sheet.pdf,,4,,
10201374,Mary Kay Hydrating Moisturizer,20.00,,,2026-07-03,Hydrating Moisturizer,Hydrating Moisturizer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw75b882a7/Original/10005/Mary-Kay-Hydrating-Moisturizer-Fact-Sheet.pdf,,3,,
10201376,Mary Kay Mattifying Moisturizer,20.00,,,2026-07-03,Mattifying Moisturizer,Mattifying Moisturizer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw78fe5ac6/Original/10005/Mary-Kay-Mattifying-Moisturizer-Fact-Sheet.pdf,,3,,
10201384,Mary Kay Balancing Toner,20.00,,,2026-07-03,Balancing Toner,Balancing Toner,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwcd3dd235/Original/10005/Mary-Kay-Balancing-Toner-Fact-Sheet.pdf,,3,,
10201395,Mary Kay Exfoliating Scrub,20.00,,,2026-07-03,Exfoliating Scrub,Exfoliating Scrub,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw1311ce53/Original/10005/Mary-Kay-Exfoliating-Scrub-Fact-Sheet.pdf,,none,,
10204126,Mary Kay Hydrating Go Set - Normal/Dry,22.00,travel set,,2026-07-03,Hydrating Go Set - Normal/Dry,Hydrating Go Set,,,,,,
10204143,Mary Kay Mattifying Go Set - Combination/Oily,22.00,travel set,,2026-07-03,Mattifying Go Set - Combination/Oily,Mattifying Go Set,,,,,,
10254308,TimeWise Miracle Set - Combination/Oily,116.00,,2026-06-16,2026-07-03,TimeWise Miracle Set - Combination/Oily,TimeWise Miracle Set,10217415,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw04e3a98a/Original/10004/NEW!_TimeWise_Miracle_Set_FactSheet.pdf,,none,,
10254309,TimeWise Miracle Set - Normal/Dry,116.00,,2026-06-01,2026-07-03,TimeWise Miracle Set - Normal/Dry,TimeWise Miracle Set,10217417,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw04e3a98a/Original/10004/NEW!_TimeWise_Miracle_Set_FactSheet.pdf,,none,,
10257238,Ultimate TimeWise Miracle Set - Normal/Dry,150.00,,2026-06-01,2026-07-03,Ultimate TimeWise Miracle Set - Normal/Dry,Ultimate TimeWise Miracle Set,10223243,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,,,
10257239,Ultimate TimeWise Miracle Set - Combination/Oily,150.00,,2026-06-16,2026-07-03,Ultimate TimeWise Miracle Set - Combination/Oily,Ultimate TimeWise Miracle Set,10223244,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,,,
10257837,Beyond Ultimate TimeWise Miracle Set - Normal/Dry,208.00,,2026-06-01,2026-07-03,Beyond Ultimate TimeWise Miracle Set - Normal/Dry,Beyond Ultimate TimeWise Miracle Set,10223246,,,,,
10257838,Beyond Ultimate TimeWise Miracle Set - Combination/Oily,208.00,,2026-06-16,2026-07-03,Beyond Ultimate TimeWise Miracle Set - Combination/Oily,Beyond Ultimate TimeWise Miracle Set,10223245,,,,,
10217385,TimeWise Daytime Defender Sunscreen Broad Spectrum SPF 30,34.00,,,2026-07-03,TimeWise Daytime Defender,TimeWise Daytime Defender,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw12140666/Original/10004/NEW!_TimeWise_Daytime_Defender_Sunscreen_Broad_Spectrum_SPF_30_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,1.5,,
10217387,TimeWise Nighttime Recovery,34.00,,,2026-07-03,TimeWise Nighttime Recovery,TimeWise Nighttime Recovery,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwc1decfb1/Original/10004/NEW!_TimeWise_Nighttime_Recovery_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,1.5,,
10217393,TimeWise Antioxidant Moisturizer - Normal/Dry,34.00,,,2026-07-03,TimeWise Antioxidant Moisturizer - Normal/Dry,TimeWise Antioxidant Moisturizer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwbb9f24ee/Original/10004/NEW!_TimeWise_Antioxidant_Moisturizer_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,1.5,,
10217391,TimeWise Antioxidant Moisturizer - Combination/Oily,34.00,,,2026-07-03,TimeWise Antioxidant Moisturizer - Combination/Oily,TimeWise Antioxidant Moisturizer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwbb9f24ee/Original/10004/NEW!_TimeWise_Antioxidant_Moisturizer_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,1.5,,
10217408,TimeWise Eye Cream,38.00,,,2026-07-03,TimeWise Eye Cream,TimeWise Eye Cream,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwbde27f97/Original/10004/NEW!_TimeWise_Eye_Cream_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,2,,
10198866,TimeWise Microdermabrasion Plus Set,58.00,,,2026-07-03,TimeWise Microdermabrasion Plus Set,TimeWise Microdermabrasion Plus Set,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw89210148/Original/10004/TimeWise_Microdermabrasion_Plus_Set_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10198715,TimeWise Pore Minimizer,28.00,,,2026-07-03,TimeWise Pore Minimizer,TimeWise Pore Minimizer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw0dcb384b/Original/10004/TimeWise_Pore_Minimizer_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10219506,TimeWise Targeted-Action Toning Lotion,38.00,,,2026-07-03,TimeWise Targeted-Action Toning Lotion,TimeWise Targeted-Action Toning Lotion,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw5458cf79/Original/10000/Targeted_Action_Toning_Lotion_Fact_Sheet.pdf,,none,36.00,2026-05-16
10254305,TimeWise Miracle Set The Go Set - Normal/Dry,30.00,travel set,2026-06-15,2026-07-03,TimeWise Miracle Set The Go Set - Normal/Dry,TimeWise Miracle Set The Go Set,10217456,,,,,
10254234,TimeWise 4-in-1 Cleanser - Normal/Dry,26.00,,2026-04-08,2026-07-03,TimeWise 4-in-1 Cleanser - Normal/Dry,TimeWise 4-in-1 Cleanser,10217406,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw1cffefa8/Original/10004/NEW!_TimeWise_4_in_1_Cleanser_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,2,,
10254231,TimeWise 4-in-1 Cleanser - Combination/Oily,26.00,,2026-05-19,2026-07-03,TimeWise 4-in-1 Cleanser - Combination/Oily,TimeWise 4-in-1 Cleanser,10217404,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw1cffefa8/Original/10004/NEW!_TimeWise_4_in_1_Cleanser_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,2,,
10243384,TimeWise Repair Volu-Firm Advanced Lifting Serum,74.00,,2026-06-30,2026-07-03,TimeWise Repair Volu-Firm Advanced Lifting Serum,TimeWise Repair Volu-Firm Advanced Lifting Serum,10260324,,,,,
10225538,TimeWise Firming Eye Cream,34.00,,,2026-07-03,TimeWise Firming Eye Cream,TimeWise Firming Eye Cream,,,,,,
10224657,TimeWise Microdermabrasion Refine,36.00,,,2026-07-03,TimeWise Microdermabrasion Refine,TimeWise Microdermabrasion Refine,,,,,,
10254307,TimeWise Miracle Set The Go Set - Combination/Oily,30.00,travel set,2026-06-10,2026-07-03,TimeWise Miracle Set The Go Set - Combination/Oily,TimeWise Miracle Set The Go Set,10217455,,,,,
10171886,TimeWise Replenishing Serum C+E (Old SKU),64.00,,,2026-07-03,TimeWise Replenishing Serum C+E,TimeWise Replenishing Serum C+E,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2411be82/Original/10004/TimeWise_Replenishing_Serum_C+E_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,60.00,2026-05-16
10088897,TimeWise Repair Revealing Radiance Facial Peel,68.00,,,2026-07-03,TimeWise Repair Revealing Radiance Facial Peel,TimeWise Repair Revealing Radiance Facial Peel,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw9305520c/Original/10004/TimeWise_Repair_Revealing_Radiance_Facial_Peel_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10107547,TimeWise Repair Lifting Bio-Cellulose Mask,70.00,,,2026-07-03,TimeWise Repair Lifting Bio-Cellulose Mask,TimeWise Repair Lifting Bio-Cellulose Mask,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwca84c7c2/Original/10004/TimeWise_Repair_Lifting_Bio_Cellulose_Mask_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10243392,TimeWise Repair Volu-Firm Night Treatment,54.00,,2026-05-03,2026-07-03,TimeWise Repair Volu-Firm Night Treatment,TimeWise Repair Volu-Firm Night Treatment,10208386,,,,,
10256972,TimeWise Repair Volu-Fill Deep Wrinkle Filler (Old SKU),50.00,,2026-04-29,2026-07-03,TimeWise Repair Volu-Fill Deep Wrinkle Filler,TimeWise Repair Volu-Fill Deep Wrinkle Filler,10071883,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwf85d7b55/Original/10004/TimeWise_Repair_Volu_Fill_Deep_Wrinkle_Filler_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10262871,TimeWise Repair Ultimate Volu-Firm Set,348.00,,2026-05-16,2026-07-03,TimeWise Repair Ultimate Volu-Firm Set,TimeWise Repair Ultimate Volu-Firm Set,10236194,,,,,
10257257,TimeWise Repair Volu-Firm Foaming Cleanser,30.00,,2026-04-07,2026-07-03,TimeWise Repair Volu-Firm Foaming Cleanser,TimeWise Repair Volu-Firm Foaming Cleanser,10208549,,,,,
10257266,TimeWise Repair Volu-Firm Day Cream Sunscreen Broad Spectrum SPF 30,54.00,,2026-05-01,2026-07-03,TimeWise Repair Volu-Firm Day Cream,TimeWise Repair Volu-Firm Day Cream,10208384,,,,,
10243732,TimeWise Repair Volu-Firm Set,230.00,,2026-05-16,2026-07-03,TimeWise Repair Volu-Firm Set,TimeWise Repair Volu-Firm Set,10211954,,,,,
10208547,TimeWise Repair Volu-Firm Eye Renewal Cream,44.00,,,2026-07-03,TimeWise Repair Volu-Firm Eye Renewal Cream,TimeWise Repair Volu-Firm Eye Renewal Cream,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwff66fe82/Original/10004/TimeWise_Repair_Volu_Firm_Eye_Renewal_Cream_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,2.5,,
10211389,TimeWise Repair Volu-Firm The Go Set,40.00,travel set,,2026-07-03,TimeWise Repair Volu-Firm The Go Set,TimeWise Repair Volu-Firm The Go Set,,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,,38.00,2026-05-16
10227734,Mary Kay Clinical Solutions Dynamic Wrinkle Limiter (Old SKU),58.00,,,2026-07-03,Clinical Solutions Dynamic Wrinkle Limiter,Clinical Solutions Dynamic Wrinkle Limiter,,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwf9c90897/Original/10005/Skin%20Care%20Order%20of%20Application%20Guide.pdf,,,
10238881,Mary Kay Clinical Solutions Retinol 0.3 (Old SKU),70.00,,,2026-07-03,Clinical Solutions Retinol 0.3,Clinical Solutions Retinol 0.3,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw5651e98f/Original/10006/J2014721_PE_Retinol_03_Product_Fact_Sheet_02_24_26.pdf,,none,,
10234061,Mary Kay Clinical Solutions Barrier Restore 1:1:3 (Old SKU),46.00,,,2026-07-03,Clinical Solutions Barrier Restore 1:1:3,Clinical Solutions Barrier Restore 1:1:3,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwab6fae75/Original/10005/Fact%20Sheet%20_Mary%20Kay%20Clinical%20Solutions_Barrier%20Restore_113.pdf,,1,,
10177899,Mary Kay Clinical Solutions C + Resveratrol Line-Reducer (Old SKU),40.00,,,2026-07-03,Clinical Solutions C + Resveratrol Line-Reducer,Clinical Solutions C + Resveratrol Line-Reducer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwa511c078/Original/10004/C-Resveratrol-Line-Reducer-Fact-Sheet-EN.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,38.00,2026-05-16
10177906,Mary Kay Clinical Solutions HA + Ceramide Hydrator (Old SKU),40.00,,,2026-07-03,Clinical Solutions HA + Ceramide Hydrator,Clinical Solutions HA + Ceramide Hydrator,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw365afbab/Original/10004/Mary_Kay_Clinical_Solutions_HA_Ceramide_Hydrator_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,38.00,2026-05-16
10177902,Mary Kay Clinical Solutions Ferulic + Niacinamide Brightener (Old SKU),40.00,,,2026-07-03,Clinical Solutions Ferulic + Niacinamide Brightener,Clinical Solutions Ferulic + Niacinamide Brightener,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwecc442b9/Original/10004/Mary_Kay_Clinical_Solutions_Ferulic_+_Niacinamide_Brightener_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,38.00,2026-05-16
10177904,Mary Kay Clinical Solutions PHA + AHA Resurfacer (Old SKU),40.00,,,2026-07-03,Clinical Solutions PHA + AHA Resurfacer,Clinical Solutions PHA + AHA Resurfacer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw15c98977/Original/10004/Mary_Kay_Clinical_Solutions_PHA_AHA_Resurfacer_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,38.00,2026-05-16
10056743,Clear Proof Blemish Control Toner,20.00,clearproof,,2026-07-03,Clear Proof Blemish Control Toner,Clear Proof Blemish Control Toner,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw5d245325/Original/10004/Clear_Proof_Blemish_Control_Toner_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,18.00,2026-05-16
10095054,Clear Proof Acne Treatment Gel,14.00,clearproof,,2026-07-03,Clear Proof Acne Treatment Gel,Clear Proof Acne Treatment Gel,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw3d81a655/Original/10004/Clear_Proof_Acne_Treatment_Gel_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10094148,Clear Proof Deep-Cleansing Charcoal Mask,26.00,clearproof,,2026-07-03,Clear Proof Deep-Cleansing Charcoal Mask,Clear Proof Deep-Cleansing Charcoal Mask,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwbd0ceef4/Original/10004/Clear_Proof_Deep_Cleansing_Charcoal_Mask_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10233587,Clear Proof Acne System Set,60.00,clearproof,,2026-07-03,Clear Proof Acne System Set,Clear Proof Acne System Set,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw4cc35957/Original/10004/Clear_Proof_Acne_System_Set_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw30e646ef/Original/10006/Order_Of_ApplicationENG.pdf,none,56.00,2026-05-16
10233551,Clear Proof Clarifying Cleansing Gel,20.00,clearproof,,2026-07-03,Clear Proof Clarifying Cleansing Gel,Clear Proof Clarifying Cleansing Gel,,,,,,
10241535,Clear Proof Oil-Free Moisturizer for Acne-Prone Skin,22.00,clearproof,,2026-07-03,Clear Proof Oil-Free Moisturizer for Acne-Prone Skin,Clear Proof Oil-Free Moisturizer for Acne-Prone Skin,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwb9ab8f1a/Original/10004/Clear_Proof_Oil_Free_Moisturizer_for_Acne_Prone_Skin_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10242538,MKMen Regimen,70.00,,,2026-07-03,MKMen Regimen,MKMen Regimen,,,,,,
10234778,MKMen Daily Facial Wash,20.00,,,2026-07-03,MKMen Daily Facial Wash,MKMen Daily Facial Wash,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw8ba819c5/Original/10000/Fact%20Sheet_MKMen%20Daily%20Facial%20Wash.pdf,,none,,
10234520,MKMen Moisturizing Shave Cream,20.00,,,2026-07-03,MKMen Moisturizing Shave Cream,MKMen Moisturizing Shave Cream,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwf7836a32/Original/10005/Fact%20Sheet_MKMen%20Moisturizing%20Shave%20Cream.pdf,,none,,
10234780,MKMen Ultimate Moisturizer,30.00,,,2026-07-03,MKMen Ultimate Moisturizer,MKMen Ultimate Moisturizer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwb9afa79b/Original/10005/Fact%20Sheet_MKMen%20Ultimate%20Moisturizer.pdf,,1.5,,
10173736,Mary Kay Instant Puffiness Reducer,38.00,,,2026-07-03,Instant Puffiness Reducer,Instant Puffiness Reducer,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw187db711/Original/10004/Mary_Kay_Instant_Puffiness_Reducer_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10190660,Indulge Soothing Eye Gel,20.00,,,2026-07-03,Indulge Soothing Eye Gel,Indulge Soothing Eye Gel,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw490e2241/Original/10004/Indulge_Soothing_Eye_Gel_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10179024,Mary Kay Oil-Free Eye Makeup Remover,22.00,,,2026-07-03,Oil-Free Eye Makeup Remover,Oil-Free Eye Makeup Remover,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwa9805ae8/Original/10004/NEW_and_IMPROVED_Mary_Kay_Oil_Free_Eye_Makeup_Remover_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,20.00,2026-05-16
10203701,Mary Kay Hydrogel Eye Patches,44.00,,,2026-07-03,Hydrogel Eye Patches,Hydrogel Eye Patches,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw87080503/Original/10005/Fact%20Sheet%20Mary%20Kay%20Hydrogel%20Eye%20Patches.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,none,,
10098324,White Tea & Citrus Satin Lips Set,26.00,,,2026-07-03,White Tea & Citrus Satin Lips Set,White Tea & Citrus Satin Lips Set,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dwe885a10b/Original/10004/White_Tea_&_Citrus_Satin_Lips_Set_FactSheet.pdf,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,4.1,,
10186363,White Tea & Citrus Satin Lips Shea Sugar Scrub,14.00,,,2026-07-03,White Tea & Citrus Satin Lips Shea Sugar Scrub,White Tea & Citrus Satin Lips Shea Sugar Scrub,,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,,,
10138754,White Tea & Citrus Satin Lips Shea Butter Balm,14.00,,,2026-07-03,White Tea & Citrus Satin Lips Shea Butter Balm,White Tea & Citrus Satin Lips Shea Butter Balm,,,https://order.marykayintouch.com/on/demandware.static/-/Sites-us-master-catalog/default/dw2fadb95e/Original/10005/Order%20of%20Application.pdf,,,
10261957,Mix & Mask,50.00,,,2026-07-03,Mix & Mask,Mix & Mask,,,,,,
