sku,product_name,price,,,,
10142160,TimeWise® Matte 3D Foundation Samples Beige C 120,2.00,,,,
10142161,TimeWise® Matte 3D Foundation Samples Beige C 130,2.00,,,,
10142162,TimeWise® Matte 3D Foundation Samples Beige C 140,2.00,,,,
10142163,TimeWise® Matte 3D Foundation Samples Beige N 150,2.00,,,,
10142164,TimeWise® Matte 3D Foundation Samples Beige W 160,2.00,,,,
10142165,TimeWise® Matte 3D Foundation Samples Beige C 170,2.00,,,,
10142166,TimeWise® Matte 3D Foundation Samples Beige W 180,2.00,,,,
10142167,TimeWise® Matte 3D Foundation Samples Beige N 190,2.00,,,,
10142168,TimeWise® Matte 3D Foundation Samples Beige N 200,2.00,,,,
10142169,TimeWise® Matte 3D Foundation Samples Beige N 210,2.00,,,,
10142170,TimeWise® Matte 3D Foundation Samples Beige C 220,2.00,,,,
10142171,TimeWise® Matte 3D Foundation Samples Bronze W 100,2.00,,,,
10142172,TimeWise® Matte 3D Foundation Samples Bronze W 110,2.00,,,,
10142173,TimeWise® Matte 3D Foundation Samples Bronze W 120,2.00,,,,
10142174,TimeWise® Matte 3D Foundation Samples Bronze W 130,2.00,,,,
10142175,TimeWise® Matte 3D Foundation Samples Bronze W 140,2.00,,,,
10142176,TimeWise® Matte 3D Foundation Samples Bronze W 150,2.00,,,,
10142177,TimeWise® Matte 3D Foundation Samples Bronze C 160,2.00,,,,
10142178,TimeWise® Matte 3D Foundation Samples Bronze C 170,2.00,,,,
10142179,TimeWise® Matte 3D Foundation Samples Bronze C 180,2.00,,,,
10142150,TimeWise® Luminous 3D Foundation Samples Ivory C 100,2.00,,,,
10142180,TimeWise® Luminous 3D Foundation Samples Ivory C 110,2.00,,,,
10142181,TimeWise® Luminous 3D Foundation Samples Ivory W 120,2.00,,,,
10142182,TimeWise® Luminous 3D Foundation Samples Ivory W 130,2.00,,,,
10142183,TimeWise® Luminous 3D Foundation Samples Ivory N 140,2.00,,,,
10142185,TimeWise® Luminous 3D Foundation Samples Ivory W 150,2.00,,,,
10142184,TimeWise® Luminous 3D Foundation Samples Ivory N 160,2.00,,,,
10142186,TimeWise® Luminous 3D Foundation Samples Beige W 100,2.00,,,,
10142187,TimeWise® Luminous 3D Foundation Samples Beige C 110,2.00,,,,
10142188,TimeWise® Luminous 3D Foundation Samples Beige C 120,2.00,,,,
10142198,TimeWise® Luminous 3D Foundation Samples Beige C 130,2.00,,,,
10142199,TimeWise® Luminous 3D Foundation Samples Beige C 140,2.00,,,,
10142205,TimeWise® Luminous 3D Foundation Samples Beige N 150,2.00,,,,
10142206,TimeWise® Luminous 3D Foundation Samples Beige W 160,2.00,,,,
10142207,TimeWise® Luminous 3D Foundation Samples Beige W 180,2.00,,,,
10142208,TimeWise® Luminous 3D Foundation Samples Beige N 190,2.00,,,,
10142210,TimeWise® Luminous 3D Foundation Samples Beige N 210,2.00,,,,
10142211,TimeWise® Luminous 3D Foundation Samples Beige C 220,2.00,,,,
10260395,Sales Tickets pk/50 - English (replacement product),2.00,,,,
10260394,Sales Tickets pk/50 - Spanish (replacement product),2.00,,,,
10247055,Mary Kay® “enriching women’s lives®” Car Decal (Version 8/24),0.75,,,,
10245287,Mary Kay® Logo Pin,2.50,,,,
10172329,Mary Kay On People Management (35th Anniversary Edition),14.95,,,,
10172332,Mary Kay On People Management (Edición del 35º Aniversario),14.95,,,,
10510200,Miracles Happen - Mary Kay Autobiography (Spanish),3.00,,,,
10300400,Miracles Happen - Mary Kay Autobiography (English),3.00,,,,
10177813,Breast Self-Exam Shower Cards (bilingual),7.00,,,,
10110060,Mary Kay Naturally® Purifying Cleanser,28.00,,,,
10135590,Skinvigorate Sonic™ Facial Massage Head,25.00,,,,
10092185,Mary Kay® Undereye Corrector,16.00,,,,
10092191,Mary Kay® Perfecting Concealer Light Ivory,16.00,,,,
10092192,Mary Kay® Perfecting Concealer Deep Ivory,16.00,,,,
10092194,Mary Kay® Perfecting Concealer Deep Beige,16.00,,,,
10092195,Mary Kay® Perfecting Concealer Light Bronze,16.00,,,,
10153488,Mary Kay Unlimited® Lip Gloss Soft Nude Pearl,18.00,,,,
10153487,Mary Kay Unlimited® Lip Gloss Evening Berry Pearl,18.00,,,,
10155215,Mary Kay® Supreme Hydrating Lipstick Coral Confetti Shine,20.00,,,,
10155221,Mary Kay® Supreme Hydrating Lipstick Fuchsia Dream Shine,20.00,,,,
10200873,Mary Kay® Supreme Hydrating Lipstick Think of Pink Shine,20.00,,,,
10200874,Mary Kay® Supreme Hydrating Lipstick Very Raspberry Shine,20.00,,,,
10212559,Lash Love® Waterproof Mascara I ♥ Black,16.00,,,,
10149211,Mary Kay® Liquid Eye Shadow Meteor Shower Shimmer,16.00,,,,
10149208,Mary Kay® Liquid Eye Shadow Light Beam Shimmer,16.00,,,,
10048515,True Original® Cologne Spray,42.00,,,,
10222709,Limited-Edition† Mary Kay® Lavender & Coconut Scented Shower Gel,16.00,,,,
10237969,Limited-Edition† Mary Kay® Lavender & Coconut Body Spray,18.00,,,,
10198741,TimeWise® Microdermabrasion Plus Sample Set,3.00,,,,
