sku,product_name,price,search_terms,date_added,last_seen,display_name_card,display_name_sms
10252251,Mary Kay Chromafusion Blush - Wineberry,14.00,,,2026-04-08,Chromafusion Blush - Wineberry,Chromafusion Blush
10252256,Mary Kay Chromafusion Contour - Cocoa,14.00,,,2026-04-08,Chromafusion Contour - Cocoa,Chromafusion Contour
10252261,Mary Kay Chromafusion Highlighter - Honey Glow,14.00,,,2026-04-08,Chromafusion Highlighter - Honey Glow,Chromafusion Highlighter
10252257,Mary Kay Chromafusion Contour - Latte,14.00,,,2026-04-08,Chromafusion Contour - Latte,Chromafusion Contour
10252260,Mary Kay Chromafusion Highlighter - Glazed,14.00,,,2026-04-08,Chromafusion Highlighter - Glazed,Chromafusion Highlighter
10241274,Mary Kay Shimmer Eye Shadow Stick - Midnight Galaxy,20.00,,,2026-04-08,Shimmer Eye Shadow Stick - Midnight Galaxy,Shimmer Eye Shadow Stick
10241275,Mary Kay Shimmer Eye Shadow Stick - Radiant Bronze,20.00,,,2026-04-08,Shimmer Eye Shadow Stick - Radiant Bronze,Shimmer Eye Shadow Stick
10241276,Mary Kay Shimmer Eye Shadow Stick - Copper Nova,20.00,,,2026-04-08,Shimmer Eye Shadow Stick - Copper Nova,Shimmer Eye Shadow Stick
10241277,Mary Kay Shimmer Eye Shadow Stick - Golden Sunrise,20.00,,,2026-04-08,Shimmer Eye Shadow Stick - Golden Sunrise,Shimmer Eye Shadow Stick
10241278,Mary Kay Shimmer Eye Shadow Stick - Pink Prisms,20.00,,,2026-04-08,Shimmer Eye Shadow Stick - Pink Prisms,Shimmer Eye Shadow Stick
10250193,Mary Kay Chromafusion Eye Shadow - Shiny Penny,8.00,,,2026-04-08,Chromafusion Eye Shadow - Shiny Penny,Chromafusion Eye Shadow
10250185,Mary Kay Chromafusion Eye Shadow - Dusty Rose,8.00,,,2026-04-08,Chromafusion Eye Shadow - Dusty Rose,Chromafusion Eye Shadow
10250191,Mary Kay Chromafusion Eye Shadow - Moonstone,8.00,,,2026-04-08,Chromafusion Eye Shadow - Moonstone,Chromafusion Eye Shadow
10250180,Mary Kay Chromafusion Eye Shadow - Biscotti,8.00,,,2026-04-08,Chromafusion Eye Shadow - Biscotti,Chromafusion Eye Shadow
10250194,Mary Kay Chromafusion Eye Shadow - Smoky Quartz,8.00,,,2026-04-08,Chromafusion Eye Shadow - Smoky Quartz,Chromafusion Eye Shadow
10250190,Mary Kay Chromafusion Eye Shadow - Merlot,8.00,,,2026-04-08,Chromafusion Eye Shadow - Merlot,Chromafusion Eye Shadow
10250183,Mary Kay Chromafusion Eye Shadow - Cinnabar,8.00,,,2026-04-08,Chromafusion Eye Shadow - Cinnabar,Chromafusion Eye Shadow
10250192,Mary Kay Chromafusion Eye Shadow - Rose Gold,8.00,,,2026-04-08,Chromafusion Eye Shadow - Rose Gold,Chromafusion Eye Shadow
10250188,Mary Kay Chromafusion Eye Shadow - Golden Mauve,8.00,,,2026-04-08,Chromafusion Eye Shadow - Golden Mauve,Chromafusion Eye Shadow
10250189,Mary Kay Chromafusion Eye Shadow - Hazelnut,8.00,,,2026-04-08,Chromafusion Eye Shadow - Hazelnut,Chromafusion Eye Shadow
10250186,Mary Kay Chromafusion Eye Shadow - Espresso,8.00,,,2026-04-08,Chromafusion Eye Shadow - Espresso,Chromafusion Eye Shadow
10250184,Mary Kay Chromafusion Eye Shadow - Crystalline,8.00,,,2026-04-08,Chromafusion Eye Shadow - Crystalline,Chromafusion Eye Shadow
10250182,Mary Kay Chromafusion Eye Shadow - Candlelight,8.00,,,2026-04-08,Chromafusion Eye Shadow - Candlelight,Chromafusion Eye Shadow
10250195,Mary Kay Chromafusion Eye Shadow - Sunlit Rose,8.00,,,2026-04-08,Chromafusion Eye Shadow - Sunlit Rose,Chromafusion Eye Shadow
10250181,Mary Kay Chromafusion Eye Shadow - Blossom,8.00,,,2026-04-08,Chromafusion Eye Shadow - Blossom,Chromafusion Eye Shadow
10250187,Mary Kay Chromafusion Eye Shadow - Gold Status,8.00,,,2026-04-08,Chromafusion Eye Shadow - Gold Status,Chromafusion Eye Shadow
10239154,Mary Kay Waterproof Eyeliner - Black,14.00,,,2026-04-08,Waterproof Eyeliner - Black,Waterproof Eyeliner
10239155,Mary Kay Waterproof Eyeliner - Blue,14.00,,,2026-04-08,Waterproof Eyeliner - Blue,Waterproof Eyeliner
10239156,Mary Kay Waterproof Eyeliner - Steely,14.00,,,2026-04-08,Waterproof Eyeliner - Steely,Waterproof Eyeliner
10239151,Mary Kay Waterproof Eyeliner - Brown,14.00,,,2026-04-08,Waterproof Eyeliner - Brown,Waterproof Eyeliner
10085704,Mary Kay Gel Eyeliner With Expandable Brush Applicator - Jet Black,22.00,,,2026-04-08,Gel Eyeliner With Expandable Brush Applicator - Jet Black,Gel Eyeliner With Expandable Brush Applicator
10141205,Mary Kay Waterproof Liquid Eyeliner Pen - Intense Black,18.00,,,2026-04-08,Waterproof Liquid Eyeliner Pen - Intense Black,Waterproof Liquid Eyeliner Pen
10191325,Mary Kay Great Heights Waterproof Mascara - Black,18.00,,,2026-04-08,Great Heights Waterproof Mascara - Black,Great Heights Waterproof Mascara
10191232,Mary Kay Great Heights Mascara - Black,18.00,,,2026-04-08,Great Heights Mascara - Black,Great Heights Mascara
10222584,Mary Kay Ultimate Mascara - Black,16.00,,,2026-04-08,Ultimate Mascara - Black,Ultimate Mascara
10222585,Mary Kay Ultimate Mascara - Black Brown,16.00,,,2026-04-08,Ultimate Mascara - Black Brown,Ultimate Mascara
10092105,Lash Intensity Mascara - Black,18.00,,,2026-04-08,Lash Intensity Mascara - Black,Lash Intensity Mascara
10041481,Lash Love Mascara - I ♥ Black,16.00,,,2026-04-08,Lash Love Mascara - I ♥ Black,Lash Love Mascara
10142038,Lash Love Fanorama Mascara - I ♥ Black,16.00,,,2026-04-08,Lash Love Fanorama Mascara - I ♥ Black,Lash Love Fanorama Mascara
10222938,Mary Kay Clear Brow Styling Gel - Clear,14.00,,,2026-04-08,Clear Brow Styling Gel - Clear,Clear Brow Styling Gel
10125032,Mary Kay Volumizing Brow Tint - Blonde,14.00,,,2026-04-08,Volumizing Brow Tint - Blonde,Volumizing Brow Tint
10125033,Mary Kay Volumizing Brow Tint - Dark Blonde,14.00,,,2026-04-08,Volumizing Brow Tint - Dark Blonde,Volumizing Brow Tint
10125034,Mary Kay Volumizing Brow Tint - Brunette,14.00,,,2026-04-08,Volumizing Brow Tint - Brunette,Volumizing Brow Tint
10125035,Mary Kay Volumizing Brow Tint - Dark Brunette,14.00,,,2026-04-08,Volumizing Brow Tint - Dark Brunette,Volumizing Brow Tint
10127611,Mary Kay Precision Brow Liner - Blonde,14.00,,,2026-04-08,Precision Brow Liner - Blonde,Precision Brow Liner
10127612,Mary Kay Precision Brow Liner - Dark Blonde,14.00,,,2026-04-08,Precision Brow Liner - Dark Blonde,Precision Brow Liner
10127613,Mary Kay Precision Brow Liner - Brunette,14.00,,,2026-04-08,Precision Brow Liner - Brunette,Precision Brow Liner
10127614,Mary Kay Precision Brow Liner - Dark Brunette,14.00,,,2026-04-08,Precision Brow Liner - Dark Brunette,Precision Brow Liner
10127615,Mary Kay Precision Brow Liner - Black Brown,14.00,,,2026-04-08,Precision Brow Liner - Black Brown,Precision Brow Liner
10239163,"Mary Kay Waterproof Lip Liner - Pink Nude, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Pink Nude, Mate",Waterproof Lip Liner
10239164,"Mary Kay Waterproof Lip Liner - Beige Nude, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Beige Nude, Mate",Waterproof Lip Liner
10239165,"Mary Kay Waterproof Lip Liner - Mauve Nude, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Mauve Nude, Mate",Waterproof Lip Liner
10239166,"Mary Kay Waterproof Lip Liner - Auburn Nude, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Auburn Nude, Mate",Waterproof Lip Liner
10239167,"Mary Kay Waterproof Lip Liner - Truffle Nude, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Truffle Nude, Mate",Waterproof Lip Liner
10239168,"Mary Kay Waterproof Lip Liner - Rose, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Rose, Mate",Waterproof Lip Liner
10239169,Mary Kay Waterproof Lip Liner - Hot Pink,14.00,,,2026-04-08,Waterproof Lip Liner - Hot Pink,Waterproof Lip Liner
10239170,"Mary Kay Waterproof Lip Liner - Red, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Red, Mate",Waterproof Lip Liner
10239171,"Mary Kay Waterproof Lip Liner - Berry, Mate",14.00,,,2026-04-08,"Waterproof Lip Liner - Berry, Mate",Waterproof Lip Liner
10153485,Mary Kay Unlimited Lip Gloss - Berry Delight,18.00,,,2026-04-08,Unlimited Lip Gloss - Berry Delight,Unlimited Lip Gloss
10153484,Mary Kay Unlimited Lip Gloss - Pink Fusion,18.00,,,2026-04-08,Unlimited Lip Gloss - Pink Fusion,Unlimited Lip Gloss
10249020,Mary Kay Unlimited Lip Gloss - Unique Mauve,18.00,,,2026-04-08,Unlimited Lip Gloss - Unique Mauve,Unlimited Lip Gloss
10249011,Mary Kay Unlimited Lip Gloss - Fancy Nancy,18.00,,,2026-04-08,Unlimited Lip Gloss - Fancy Nancy,Unlimited Lip Gloss
10249014,Mary Kay Unlimited Lip Gloss - Pink Ballerina,18.00,,,2026-04-08,Unlimited Lip Gloss - Pink Ballerina,Unlimited Lip Gloss
10249017,Mary Kay Unlimited Lip Gloss - Sheer Illusion,18.00,,,2026-04-08,Unlimited Lip Gloss - Sheer Illusion,Unlimited Lip Gloss
10249012,Mary Kay Unlimited Lip Gloss - Iconic Red,18.00,,,2026-04-08,Unlimited Lip Gloss - Iconic Red,Unlimited Lip Gloss
10249019,Mary Kay Unlimited Lip Gloss - Tawny Nude,18.00,,,2026-04-08,Unlimited Lip Gloss - Tawny Nude,Unlimited Lip Gloss
10249013,Mary Kay Unlimited Lip Gloss - Nude Blush,18.00,,,2026-04-08,Unlimited Lip Gloss - Nude Blush,Unlimited Lip Gloss
10249006,Mary Kay Unlimited Lip Gloss - Beach Bronze,18.00,,,2026-04-08,Unlimited Lip Gloss - Beach Bronze,Unlimited Lip Gloss
10089644,Mary Kay Gel Semi-Matte Lipstick - Always Apricot,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Always Apricot,Gel Semi-Matte Lipstick
10089640,Mary Kay Gel Semi-Matte Lipstick - Bashful You,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Bashful You,Gel Semi-Matte Lipstick
10141478,Mary Kay Gel Semi-Matte Lipstick - Berry Famous,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Berry Famous,Gel Semi-Matte Lipstick
10157977,Mary Kay Gel Semi-Matte Lipstick - Blush Velvet,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Blush Velvet,Gel Semi-Matte Lipstick
10089647,Mary Kay Gel Semi-Matte Lipstick - Crushed Berry,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Crushed Berry,Gel Semi-Matte Lipstick
10089642,Mary Kay Gel Semi-Matte Lipstick - Mauve Moment,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Mauve Moment,Gel Semi-Matte Lipstick
10089646,Mary Kay Gel Semi-Matte Lipstick - Midnight Red,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Midnight Red,Gel Semi-Matte Lipstick
10089645,Mary Kay Gel Semi-Matte Lipstick - Poppy Please,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Poppy Please,Gel Semi-Matte Lipstick
10089643,Mary Kay Gel Semi-Matte Lipstick - Powerful Pink,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Powerful Pink,Gel Semi-Matte Lipstick
10157973,Mary Kay Gel Semi-Matte Lipstick - Red Stiletto,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Red Stiletto,Gel Semi-Matte Lipstick
10183277,Mary Kay Gel Semi-Matte Lipstick - Subdued Nude,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Subdued Nude,Gel Semi-Matte Lipstick
10141480,Mary Kay Gel Semi-Matte Lipstick - Trademark Pink,20.00,,,2026-04-08,Gel Semi-Matte Lipstick - Trademark Pink,Gel Semi-Matte Lipstick
10249162,Mary Kay Supreme Hydrating Lipstick - Poetic Pink,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Poetic Pink,Supreme Hydrating Lipstick
10094640,Mary Kay Gel Semi-Shine Lipstick - Apple Berry,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Apple Berry,Gel Semi-Shine Lipstick
10094641,Mary Kay Gel Semi-Shine Lipstick - Berry Couture,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Berry Couture,Gel Semi-Shine Lipstick
10183278,Mary Kay Gel Semi-Shine Lipstick - Downtown Brown,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Downtown Brown,Gel Semi-Shine Lipstick
10094636,Mary Kay Gel Semi-Shine Lipstick - Haute Pink,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Haute Pink,Gel Semi-Shine Lipstick
10094611,Mary Kay Gel Semi-Shine Lipstick - Love Me Pink,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Love Me Pink,Gel Semi-Shine Lipstick
10094608,Mary Kay Gel Semi-Shine Lipstick - Naturally Buff,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Naturally Buff,Gel Semi-Shine Lipstick
10094615,Mary Kay Gel Semi-Shine Lipstick - Raspberry Ice,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Raspberry Ice,Gel Semi-Shine Lipstick
10094614,Mary Kay Gel Semi-Shine Lipstick - Red Smolder,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Red Smolder,Gel Semi-Shine Lipstick
10094610,Mary Kay Gel Semi-Shine Lipstick - Rosewood,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Rosewood,Gel Semi-Shine Lipstick
10094638,Mary Kay Gel Semi-Shine Lipstick - Scarlet Red,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Scarlet Red,Gel Semi-Shine Lipstick
10094634,Mary Kay Gel Semi-Shine Lipstick - Spiced Ginger,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Spiced Ginger,Gel Semi-Shine Lipstick
10094637,Mary Kay Gel Semi-Shine Lipstick - Sunset Peach,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Sunset Peach,Gel Semi-Shine Lipstick
10094639,Mary Kay Gel Semi-Shine Lipstick - Luminous Lilac,20.00,,,2026-04-08,Gel Semi-Shine Lipstick - Luminous Lilac,Gel Semi-Shine Lipstick
10155207,Mary Kay Supreme Hydrating Lipstick - Better Than Bare,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Better Than Bare,Supreme Hydrating Lipstick
10206309,Mary Kay Supreme Hydrating Lipstick - Black Cherry,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Black Cherry,Supreme Hydrating Lipstick
10155222,Mary Kay Supreme Hydrating Lipstick - Boho Plum,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Boho Plum,Supreme Hydrating Lipstick
10155212,Mary Kay Supreme Hydrating Lipstick - Casual Rose,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Casual Rose,Supreme Hydrating Lipstick
10155218,Mary Kay Supreme Hydrating Lipstick - Festive Pink,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Festive Pink,Supreme Hydrating Lipstick
10249159,Mary Kay Supreme Hydrating Lipstick - Hushed Blush,20.00,,2026-04-07,2026-04-08,Supreme Hydrating Lipstick - Hushed Blush,Supreme Hydrating Lipstick
10206307,Mary Kay Supreme Hydrating Lipstick - Natural,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Natural,Supreme Hydrating Lipstick
10155219,Mary Kay Supreme Hydrating Lipstick - Rockstar Red,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Rockstar Red,Supreme Hydrating Lipstick
10206306,Mary Kay Supreme Hydrating Lipstick - Toasted Plum,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Toasted Plum,Supreme Hydrating Lipstick
10249160,Mary Kay Supreme Hydrating Lipstick - Mauve Crush,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Mauve Crush,Supreme Hydrating Lipstick
10202992,Mary Kay Perfect Palette (unfilled),20.00,,,2026-04-08,Perfect Palette (unfilled),Perfect Palette
10114610,Mary Kay Petite Palette (vacía),10.00,,,2026-04-08,Petite Palette (vacía),Petite Palette (vacía)
10134442,Palette Cheek Brush,2.00,,,2026-04-08,Palette Cheek Brush,Palette Cheek Brush
10134452,Cosmetic Sponges,4.00,,,2026-04-08,Cosmetic Sponges,Cosmetic Sponges
10114898,Mary Kay Blending Sponge,12.00,,,2026-04-08,Blending Sponge,Blending Sponge
10128063,Mary Kay Blending Brush,16.00,,,2026-04-08,Blending Brush,Blending Brush
10135951,Mary Kay Mask Applicator,12.00,,,2026-04-08,Mask Applicator,Mask Applicator
10107305,Mary Kay Essential Brush Collection,60.00,,,2026-04-08,Essential Brush Collection,Essential Brush Collection
10122325,Mary Kay Liquid Foundation Brush,14.00,,,2026-04-08,Liquid Foundation Brush,Liquid Foundation Brush
10122329,Mary Kay Cream Color Brush,12.00,,,2026-04-08,Cream Color Brush,Cream Color Brush
10122328,Mary Kay Eyebrow/Eyeliner Brush,10.00,,,2026-04-08,Eyebrow/Eyeliner Brush,Eyebrow/Eyeliner Brush
10122320,Mary Kay All-Over Powder Brush,18.00,,,2026-04-08,All-Over Powder Brush,All-Over Powder Brush
10122321,Mary Kay Cheek Brush,16.00,,,2026-04-08,Cheek Brush,Cheek Brush
10168938,Mary Kay Eye Blending Brush,12.00,,,2026-04-08,Eye Blending Brush,Eye Blending Brush
10122322,Mary Kay Eye Crease Brush,12.00,,,2026-04-08,Eye Crease Brush,Eye Crease Brush
10122323,Mary Kay All-Over Eye Shadow Brush,12.00,,,2026-04-08,All-Over Eye Shadow Brush,All-Over Eye Shadow Brush
10122324,Mary Kay Eye Smudger Brush,12.00,,,2026-04-08,Eye Smudger Brush,Eye Smudger Brush
10143940,"Mary Kay Travel Roll-Up Bag, (vacío)",40.00,,,2026-04-08,"Travel Roll-Up Bag, (vacío)","Travel Roll-Up Bag, (vacío)"
10202993,Mary Kay Pro Palette (vacía),28.00,,,2026-04-08,Pro Palette (vacía),Pro Palette (vacía)
10080376,"Hello, Clean",36.00,,,2026-04-08,"Hello, Clean","Hello, Clean"
10162409,Mary Kay Apple & Almond Scented Body Lotion - Apple & Almond,16.00,,,2026-04-08,Apple & Almond Scented Body Lotion - Apple & Almond,Apple & Almond Scented Body Lotion
10162408,Mary Kay Apple & Almond Scented Shower Gel - Apple & Almond,16.00,,,2026-04-08,Apple & Almond Scented Shower Gel - Apple & Almond,Apple & Almond Scented Shower Gel
10162416,Mary Kay Berry & Vanilla Scented Body Lotion - Berry & Vanilla,16.00,,,2026-04-08,Berry & Vanilla Scented Body Lotion - Berry & Vanilla,Berry & Vanilla Scented Body Lotion
10162443,Mary Kay Berry & Vanilla Scented Shower Gel - Berry & Vanilla,16.00,,,2026-04-08,Berry & Vanilla Scented Shower Gel - Berry & Vanilla,Berry & Vanilla Scented Shower Gel
10136769,Mary Kay 2-In-1 Body Wash & Shave,18.00,,,2026-04-08,2-In-1 Body Wash & Shave,2-In-1 Body Wash & Shave
10073789,Mary Kay Hydrating Lotion,18.00,,,2026-04-08,Hydrating Lotion,Hydrating Lotion
10091504,White Tea & Citrus Satin Body Revitalizing Shea Scrub,22.00,,,2026-04-08,White Tea & Citrus Satin Body Revitalizing Shea Scrub,White Tea & Citrus Satin Body Revitalizing Shea Scrub
10091502,White Tea & Citrus Satin Body Indulgent Shea Wash,22.00,,,2026-04-08,White Tea & Citrus Satin Body Indulgent Shea Wash,White Tea & Citrus Satin Body Indulgent Shea Wash
10091493,White Tea & Citrus Satin Body Silkening Shea Lotion,22.00,,,2026-04-08,White Tea & Citrus Satin Body Silkening Shea Lotion,White Tea & Citrus Satin Body Silkening Shea Lotion
10090638,White Tea & Citrus Satin Hands Pampering Set,38.00,,,2026-04-08,White Tea & Citrus Satin Hands Pampering Set,White Tea & Citrus Satin Hands Pampering Set
10088632,White Tea & Citrus Satin Hands Nourishing Shea Cream,14.00,,,2026-04-08,White Tea & Citrus Satin Hands Nourishing Shea Cream,White Tea & Citrus Satin Hands Nourishing Shea Cream
10156069,Fragrance-Free Satin Hands Nourishing Shea Cream,14.00,,,2026-04-08,Fragrance-Free Satin Hands Nourishing Shea Cream,Fragrance-Free Satin Hands Nourishing Shea Cream
10238148,Fragrance-Free Satin Hands Pampering Set,38.00,,,2026-04-08,Fragrance-Free Satin Hands Pampering Set,Fragrance-Free Satin Hands Pampering Set
10223788,Mint Bliss Energizing Lotion for Feet & Legs,12.00,,,2026-04-08,Mint Bliss Energizing Lotion for Feet & Legs,Mint Bliss Energizing Lotion for Feet & Legs
10235051,Mary Kay Confidently You Eau de Parfum,55.00,,,2026-04-08,Confidently You Eau de Parfum,Confidently You Eau de Parfum
10192900,Belara Eau de Parfum,44.00,,,2026-04-08,Belara Eau de Parfum,Belara Eau de Parfum
10012512,Bella Belara Eau de Parfum,44.00,,,2026-04-08,Bella Belara Eau de Parfum,Bella Belara Eau de Parfum
10095688,Enchanted Wish Eau de Toilette,40.00,,,2026-04-08,Enchanted Wish Eau de Toilette,Enchanted Wish Eau de Toilette
10088620,Forever Diamonds Eau de Parfum,46.00,,,2026-04-08,Forever Diamonds Eau de Parfum,Forever Diamonds Eau de Parfum
10094305,Live Fearlessly Eau de Parfum,48.00,,,2026-04-08,Live Fearlessly Eau de Parfum,Live Fearlessly Eau de Parfum
10141779,Mary Kay Illuminea Extrait de Parfum,80.00,,,2026-04-08,Illuminea Extrait de Parfum,Illuminea Extrait de Parfum
10218635,Thinking of You Eau de Parfum,36.00,,,2026-04-08,Thinking of You Eau de Parfum,Thinking of You Eau de Parfum
10028783,Domain Cologne Spray,42.00,,,2026-04-08,Domain Cologne Spray,Domain Cologne Spray
10109680,MK High Intensity Cologne Spray,46.00,,,2026-04-08,MK High Intensity Cologne Spray,MK High Intensity Cologne Spray
10095123,MK High Intensity Ocean Cologne Spray,46.00,,,2026-04-08,MK High Intensity Ocean Cologne Spray,MK High Intensity Ocean Cologne Spray
10075680,MK High Intensity Sport Cologne Spray,46.00,,,2026-04-08,MK High Intensity Sport Cologne Spray,MK High Intensity Sport Cologne Spray
10221421,Cityscape Cologne Spray,56.00,,,2026-04-08,Cityscape Cologne Spray,Cityscape Cologne Spray
10092185,Mary Kay Undereye Corrector - Undereye Corrector,16.00,,,2026-04-08,Undereye Corrector - Undereye Corrector,Undereye Corrector
10092191,Mary Kay Perfecting Concealer - Light Ivory,16.00,,,2026-04-08,Perfecting Concealer - Light Ivory,Perfecting Concealer
10092194,Mary Kay Perfecting Concealer - Deep Beige,16.00,,,2026-04-08,Perfecting Concealer - Deep Beige,Perfecting Concealer
10092195,Mary Kay Perfecting Concealer - Light Bronze,16.00,,,2026-04-08,Perfecting Concealer - Light Bronze,Perfecting Concealer
10153488,Mary Kay Unlimited Lip Gloss - Soft Nude,18.00,,,2026-04-08,Unlimited Lip Gloss - Soft Nude,Unlimited Lip Gloss
10155215,Mary Kay Supreme Hydrating Lipstick - Coral Confetti,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Coral Confetti,Supreme Hydrating Lipstick
10200873,Mary Kay Supreme Hydrating Lipstick - Think of Pink,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Think of Pink,Supreme Hydrating Lipstick
10200874,Mary Kay Supreme Hydrating Lipstick - Very Raspberry,20.00,,,2026-04-08,Supreme Hydrating Lipstick - Very Raspberry,Supreme Hydrating Lipstick
10212559,Lash Love Waterproof Mascara - I ♥ Black,16.00,,,2026-04-08,Lash Love Waterproof Mascara - I ♥ Black,Lash Love Waterproof Mascara
10149211,Mary Kay Liquid Eye Shadow - Meteor Shower,16.00,,,2026-04-08,Liquid Eye Shadow - Meteor Shower,Liquid Eye Shadow
10149208,Mary Kay Liquid Eye Shadow - Light Beam,16.00,,,2026-04-08,Liquid Eye Shadow - Light Beam,Liquid Eye Shadow
10048515,True Original Cologne Spray,42.00,,,2026-04-08,True Original Cologne Spray,True Original Cologne Spray
10222709,Mary Kay Lavender & Coconut Scented Shower Gel de edición limitada,16.00,,,2026-04-08,Lavender & Coconut Scented Shower Gel de edición limitada,Lavender & Coconut Scented Shower Gel
10237969,Mary Kay Lavender & Coconut Body Spray de edición limitada,18.00,,,2026-04-08,Lavender & Coconut Body Spray de edición limitada,Lavender & Coconut Body Spray
10217406,TimeWise 4-in-1 Cleanser - Normal/Dry (Old SKU),26.00,,2026-04-07,2026-04-07,TimeWise 4-in-1 Cleanser - Normal/Dry (Old SKU),TimeWise 4-in-1 Cleanser
10092192,Mary Kay Perfecting Concealer - Deep Ivory,16.00,,2026-03-27,2026-03-27,Perfecting Concealer - Deep Ivory,Perfecting Concealer
10153487,Mary Kay Unlimited Lip Gloss - Evening Berry Pearl,18.00,,2026-03-27,2026-03-27,Unlimited Lip Gloss - Evening Berry Pearl,Unlimited Lip Gloss
10155221,Mary Kay Supreme Hydrating Lipstick - Fuchsia Dream Shine,20.00,,2026-03-27,2026-03-27,Supreme Hydrating Lipstick - Fuchsia Dream Shine,Supreme Hydrating Lipstick
10157498,Mary Kay Illuminea Body Soufflé,32.00,,2026-03-27,2026-03-27,Illuminea Body Soufflé,Illuminea Body Soufflé
10169301,Mary Kay Unlimited Lip Gloss - Hopeful Lilac,16.00,,2026-03-27,2026-03-27,Unlimited Lip Gloss - Hopeful Lilac,Unlimited Lip Gloss
10174885,Mary Kay If You Believe Eau de Toilette,40.00,,2026-03-27,2026-03-27,If You Believe Eau de Toilette,If You Believe Eau de Toilette
10175219,Mary Kay Women's Fragrance Gift Set,24.00,,2026-03-27,2026-03-27,Women's Fragrance Gift Set,Women's Fragrance Gift Set
10179763,Mary Kay Heart-Shaped Lipstick - Courageous Pink,18.00,,2026-03-27,2026-03-27,Heart-Shaped Lipstick - Courageous Pink,Heart-Shaped Lipstick
10180610,Mary Kay Gel Cream Blush - Blushing Pink,4.00,,2026-03-27,2026-03-27,Gel Cream Blush - Blushing Pink,Gel Cream Blush
10180611,Mary Kay Gel Cream Blush - Dewy Peach,4.00,,2026-03-27,2026-03-27,Gel Cream Blush - Dewy Peach,Gel Cream Blush
10180612,Mary Kay Gel Cream Blush - Simply Rosy,4.00,,2026-03-27,2026-03-27,Gel Cream Blush - Simply Rosy,Gel Cream Blush
10180613,Mary Kay Gel Cream Blush - Berry Happy,4.00,,2026-03-27,2026-03-27,Gel Cream Blush - Berry Happy,Gel Cream Blush
10190603,Mary Kay Vinyl Shine Liquid Lip Set - Neutral (Brilliant Brown & Glowing Neutral),8.00,,2026-03-27,2026-03-27,Vinyl Shine Liquid Lip Set - Neutral (Brilliant Brown & Glowing Neutral),Vinyl Shine Liquid Lip Set
10201211,Mary Kay Hand Cream - Mandarin & Rose,10.00,,2026-03-27,2026-03-27,Hand Cream - Mandarin & Rose,Hand Cream
10201213,Mary Kay Hand Cream - Mango & Orange Flower,10.00,,2026-03-27,2026-03-27,Hand Cream - Mango & Orange Flower,Hand Cream
10201246,Mary Kay Cream Bronzer Duo Stick - Honey & Luster,18.00,,2026-03-27,2026-03-27,Cream Bronzer Duo Stick - Honey & Luster,Cream Bronzer Duo Stick
10201247,Mary Kay Cream Bronzer Duo Stick - Bronze & Shimmer,18.00,,2026-03-27,2026-03-27,Cream Bronzer Duo Stick - Bronze & Shimmer,Cream Bronzer Duo Stick
